time,sip,dip,reqmethod,respcode,host,url,uri,action,,bytes_in
2025-09-11 17:27:35+00:00,239.250.132.9,89.66.87.141,CONNECT,200,search.example.org,https://search.example.org/login,/login,allowed,,39927
2025-09-11 18:01:35+00:00,164.187.211.25,244.241.43.42,CONNECT,400,search.example.org,https://search.example.org/search?q=test,/search?q=test,allowed,,73574
2025-09-11 11:47:35+00:00,177.14.103.91,241.30.75.240,POST,502,news.example.net,https://news.example.net/,/,blocked,,73442
2025-09-11 20:12:35+00:00,12.223.180.121,14.107.247.139,CONNECT,404,search.example.org,https://search.example.org/login,/login,blocked,,90781
2025-09-11 15:20:35+00:00,111.48.96.192,179.211.177.85,CONNECT,400,news.example.net,https://news.example.net/search?q=test,/search?q=test,blocked,,51893
2025-09-11 20:24:35+00:00,48.248.186.183,140.37.10.108,CONNECT,301,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,,93729
2025-09-11 10:11:35+00:00,40.253.14.58,238.90.121.183,GET,401,example.com,https://example.com/api/v1/items,/api/v1/items,blocked,,33874
2025-09-11 08:41:35+00:00,9.76.51.182,234.168.40.79,CONNECT,502,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,,25393
2025-09-11 21:41:35+00:00,54.81.229.146,242.200.114.170,GET,500,search.example.org,https://search.example.org/index.html,/index.html,allowed,,50270
2025-09-11 19:06:35+00:00,200.181.74.77,93.110.233.129,GET,404,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,,3556
2025-09-11 20:27:35+00:00,206.187.179.171,122.152.143.102,GET,502,news.example.net,https://news.example.net/search?q=test,/search?q=test,blocked,,60055
2025-09-11 23:48:35+00:00,165.60.142.89,186.244.212.121,CONNECT,401,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,94097
2025-09-11 10:56:35+00:00,31.193.250.180,105.96.38.176,CONNECT,403,search.example.org,https://search.example.org/,/,allowed,,83468
2025-09-11 11:52:35+00:00,143.125.2.78,240.116.201.155,POST,200,example.com,https://example.com/search?q=test,/search?q=test,blocked,,28852
2025-09-11 15:09:35+00:00,81.53.31.118,187.6.170.196,POST,400,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,78397
2025-09-11 21:51:35+00:00,218.94.183.88,73.165.203.64,CONNECT,404,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,78431
2025-09-11 20:46:35+00:00,207.41.88.88,214.206.28.141,GET,502,search.example.org,https://search.example.org/login,/login,allowed,,38279
2025-09-11 20:58:35+00:00,81.66.27.70,162.134.98.178,CONNECT,401,example.com,https://example.com/login,/login,blocked,,81223
2025-09-11 21:51:35+00:00,254.5.140.100,207.230.180.104,POST,302,example.com,https://example.com/index.html,/index.html,blocked,,521
2025-09-11 17:05:35+00:00,114.65.40.139,77.39.135.29,CONNECT,403,search.example.org,https://search.example.org/,/,blocked,,30281
2025-09-11 08:11:35+00:00,180.76.8.208,111.210.100.65,CONNECT,301,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,,55574
2025-09-11 10:49:35+00:00,209.194.227.40,154.123.142.106,GET,200,example.com,https://example.com/api/v1/items,/api/v1/items,blocked,,50795
2025-09-11 13:02:35+00:00,231.244.199.27,225.29.254.25,CONNECT,404,news.example.net,https://news.example.net/search?q=test,/search?q=test,allowed,,93486
2025-09-11 10:00:35+00:00,73.168.20.168,208.204.252.29,CONNECT,401,news.example.net,https://news.example.net/login,/login,allowed,,53005
2025-09-11 07:37:35+00:00,58.179.186.188,215.31.245.98,CONNECT,404,example.com,https://example.com/search?q=test,/search?q=test,blocked,,5293
2025-09-11 19:41:35+00:00,81.21.200.66,209.150.215.149,POST,401,news.example.net,https://news.example.net/index.html,/index.html,blocked,,24213
2025-09-11 12:05:35+00:00,47.152.216.65,181.158.117.183,GET,302,example.com,https://example.com/search?q=test,/search?q=test,allowed,,37253
2025-09-11 11:03:35+00:00,67.151.102.98,103.232.14.15,POST,401,example.com,https://example.com/search?q=test,/search?q=test,blocked,,51964
2025-09-11 13:00:35+00:00,163.222.114.189,165.45.102.183,CONNECT,301,example.com,https://example.com/index.html,/index.html,allowed,,3363
2025-09-11 15:47:35+00:00,20.216.104.126,81.68.199.196,CONNECT,302,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,63141
2025-09-11 18:34:35+00:00,131.152.59.74,86.154.117.130,CONNECT,500,example.com,https://example.com/,/,blocked,,18569
2025-09-11 09:37:35+00:00,139.164.96.64,224.78.101.72,POST,404,news.example.net,https://news.example.net/,/,allowed,,12844
2025-09-11 11:36:35+00:00,217.49.16.63,125.175.235.197,GET,404,example.com,https://example.com/,/,allowed,,98608
2025-09-11 18:31:35+00:00,84.183.120.252,235.49.198.250,POST,502,example.com,https://example.com/index.html,/index.html,blocked,,19138
2025-09-11 21:52:35+00:00,234.195.43.102,150.61.199.62,CONNECT,400,search.example.org,https://search.example.org/,/,allowed,,92862
2025-09-11 08:44:35+00:00,251.37.102.94,194.244.232.23,GET,500,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,73134
2025-09-11 07:31:35+00:00,90.23.223.13,91.150.42.124,CONNECT,301,example.com,https://example.com/search?q=test,/search?q=test,allowed,,55972
2025-09-11 20:58:35+00:00,169.207.209.131,108.76.179.117,GET,302,search.example.org,https://search.example.org/,/,allowed,,75028
2025-09-11 16:07:35+00:00,121.243.1.3,35.53.105.186,CONNECT,502,news.example.net,https://news.example.net/search?q=test,/search?q=test,allowed,,74040
2025-09-11 14:54:35+00:00,145.153.154.58,128.217.79.198,POST,200,search.example.org,https://search.example.org/index.html,/index.html,blocked,,57283
2025-09-11 14:33:35+00:00,73.173.35.175,244.213.111.92,GET,302,video.example.tv,https://video.example.tv/index.html,/index.html,blocked,,44090
2025-09-11 21:58:35+00:00,245.48.4.198,229.124.77.254,POST,500,search.example.org,https://search.example.org/,/,allowed,,18625
2025-09-11 08:58:35+00:00,177.70.67.92,1.70.213.180,GET,400,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,,83646
2025-09-11 22:11:35+00:00,252.59.206.39,63.25.131.114,GET,500,news.example.net,https://news.example.net/index.html,/index.html,blocked,,63773
2025-09-11 22:17:35+00:00,154.167.117.215,227.144.122.219,GET,401,example.com,https://example.com/index.html,/index.html,blocked,,46721
2025-09-11 23:58:35+00:00,186.117.103.223,102.54.248.134,GET,302,example.com,https://example.com/login,/login,blocked,,4775
2025-09-11 21:49:35+00:00,183.206.228.206,13.16.111.43,GET,502,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,,53568
2025-09-11 09:06:35+00:00,210.167.93.11,194.134.60.145,POST,502,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,93090
2025-09-11 07:21:35+00:00,44.209.184.85,165.139.18.233,GET,302,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,,70412
2025-09-11 14:04:35+00:00,91.41.245.97,245.120.233.35,POST,502,news.example.net,https://news.example.net/index.html,/index.html,allowed,,80233
2025-09-11 22:32:35+00:00,214.9.209.166,38.30.144.134,CONNECT,401,search.example.org,https://search.example.org/,/,allowed,,86392
2025-09-11 13:15:35+00:00,205.161.69.15,149.92.154.229,GET,403,news.example.net,https://news.example.net/search?q=test,/search?q=test,blocked,,16078
2025-09-11 14:59:35+00:00,36.70.167.155,72.234.223.252,GET,401,example.com,https://example.com/api/v1/items,/api/v1/items,allowed,,98426
2025-09-11 10:21:35+00:00,229.147.182.193,78.148.184.230,CONNECT,404,video.example.tv,https://video.example.tv/login,/login,allowed,,76406
2025-09-11 16:39:35+00:00,88.104.254.166,254.141.233.113,CONNECT,403,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,,19534
2025-09-11 18:59:35+00:00,46.107.119.208,166.165.13.24,GET,302,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,73035
2025-09-11 09:50:35+00:00,21.209.120.60,218.245.35.46,POST,403,news.example.net,https://news.example.net/index.html,/index.html,allowed,,91056
2025-09-11 19:37:35+00:00,242.72.67.21,78.116.251.118,POST,200,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,10301
2025-09-11 15:24:35+00:00,143.4.106.227,166.103.240.180,CONNECT,500,news.example.net,https://news.example.net/search?q=test,/search?q=test,allowed,,53179
2025-09-11 17:34:35+00:00,180.105.168.188,254.86.174.254,CONNECT,500,example.com,https://example.com/login,/login,allowed,,61573
2025-09-11 15:23:35+00:00,149.186.149.225,156.58.113.182,POST,301,news.example.net,https://news.example.net/login,/login,blocked,,96239
2025-09-11 13:58:35+00:00,1.243.73.174,167.110.79.177,POST,301,example.com,https://example.com/,/,blocked,,85276
2025-09-11 16:25:35+00:00,15.224.88.6,161.195.254.215,POST,302,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,,70840
2025-09-11 08:46:35+00:00,101.49.73.6,201.81.3.138,GET,301,example.com,https://example.com/search?q=test,/search?q=test,allowed,,29902
2025-09-11 21:24:35+00:00,72.101.109.9,167.231.215.102,GET,404,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,,73617
2025-09-11 13:30:35+00:00,141.232.159.228,27.7.150.200,GET,200,search.example.org,https://search.example.org/login,/login,blocked,,4174
2025-09-11 22:49:35+00:00,30.15.15.235,247.231.68.55,CONNECT,502,search.example.org,https://search.example.org/,/,allowed,,19110
2025-09-11 15:32:35+00:00,64.212.242.164,105.237.33.30,GET,200,news.example.net,https://news.example.net/login,/login,allowed,,1324
2025-09-11 16:09:35+00:00,220.159.190.64,254.57.112.36,CONNECT,500,search.example.org,https://search.example.org/login,/login,allowed,,71740
2025-09-11 23:34:35+00:00,23.83.161.64,200.89.209.211,GET,500,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,allowed,,75718
2025-09-11 17:00:35+00:00,9.158.224.219,53.113.187.218,GET,301,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,,95608
2025-09-11 18:44:35+00:00,205.160.166.109,193.229.248.127,POST,502,example.com,https://example.com/search?q=test,/search?q=test,blocked,,40014
2025-09-11 17:04:35+00:00,90.163.240.156,120.106.233.116,POST,502,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,2013
2025-09-11 13:12:35+00:00,155.68.54.189,159.246.46.187,CONNECT,401,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,62540
2025-09-11 22:27:35+00:00,195.88.253.69,176.26.35.175,GET,200,example.com,https://example.com/index.html,/index.html,blocked,,97486
2025-09-11 14:32:35+00:00,119.201.120.64,135.16.220.106,GET,302,news.example.net,https://news.example.net/,/,blocked,,32125
2025-09-11 12:17:35+00:00,104.210.27.9,109.40.151.226,POST,500,news.example.net,https://news.example.net/index.html,/index.html,allowed,,30928
2025-09-11 21:35:35+00:00,214.88.246.60,124.240.192.127,GET,301,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,,97101
2025-09-11 23:10:35+00:00,92.247.152.49,238.172.163.220,POST,502,news.example.net,https://news.example.net/,/,allowed,,30586
2025-09-11 10:05:35+00:00,226.215.17.14,57.85.250.129,CONNECT,401,search.example.org,https://search.example.org/login,/login,blocked,,61236
2025-09-11 19:51:35+00:00,224.194.245.171,183.244.87.125,GET,403,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,33647
2025-09-11 11:25:35+00:00,7.32.131.204,223.61.50.207,GET,301,search.example.org,https://search.example.org/,/,blocked,,21614
2025-09-11 22:52:35+00:00,212.70.238.45,152.206.189.62,POST,404,news.example.net,https://news.example.net/login,/login,allowed,,97768
2025-09-11 22:49:35+00:00,49.112.102.150,75.20.193.47,POST,302,search.example.org,https://search.example.org/index.html,/index.html,blocked,,57643
2025-09-11 19:17:35+00:00,11.148.240.238,99.6.27.44,CONNECT,404,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,,11590
2025-09-11 22:05:35+00:00,217.193.205.23,121.195.96.103,CONNECT,200,example.com,https://example.com/index.html,/index.html,blocked,,32395
2025-09-11 17:08:35+00:00,201.95.128.237,41.11.145.47,GET,401,example.com,https://example.com/,/,blocked,,82030
2025-09-11 13:09:35+00:00,143.40.138.27,240.164.112.165,GET,302,news.example.net,https://news.example.net/search?q=test,/search?q=test,allowed,,39260
2025-09-11 16:34:35+00:00,168.236.54.203,29.7.80.201,CONNECT,502,example.com,https://example.com/login,/login,blocked,,40154
2025-09-11 23:39:35+00:00,162.51.204.27,172.7.102.195,CONNECT,403,example.com,https://example.com/api/v1/items,/api/v1/items,blocked,,15517
2025-09-11 12:29:35+00:00,82.127.136.178,72.47.9.142,CONNECT,502,example.com,https://example.com/,/,blocked,,59498
2025-09-11 19:28:35+00:00,42.218.232.231,90.192.120.16,GET,400,example.com,https://example.com/search?q=test,/search?q=test,blocked,,35492
2025-09-11 21:37:35+00:00,43.96.37.46,54.126.202.164,CONNECT,403,news.example.net,https://news.example.net/,/,allowed,,23687
2025-09-11 15:53:35+00:00,135.102.112.189,214.164.193.156,POST,401,video.example.tv,https://video.example.tv/login,/login,allowed,,63395
2025-09-11 14:26:35+00:00,6.221.238.243,113.230.170.241,POST,302,video.example.tv,https://video.example.tv/,/,allowed,,64902
2025-09-11 14:49:35+00:00,231.249.42.145,52.172.103.43,POST,302,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,,53559
2025-09-11 22:56:35+00:00,49.172.201.237,6.200.161.206,GET,403,news.example.net,https://news.example.net/,/,blocked,,6282
2025-09-11 11:29:35+00:00,73.228.254.246,13.17.152.59,POST,502,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,,60754
2025-09-11 17:53:35+00:00,149.56.150.27,195.158.74.229,CONNECT,500,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,,19062
2025-09-11 10:43:35+00:00,87.128.128.118,223.227.62.160,GET,500,news.example.net,https://news.example.net/search?q=test,/search?q=test,blocked,,43370
2025-09-11 12:03:35+00:00,76.78.124.250,85.61.207.167,CONNECT,502,example.com,https://example.com/search?q=test,/search?q=test,allowed,,19148
2025-09-11 09:46:35+00:00,235.56.180.212,226.18.76.249,POST,500,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,99608
2025-09-11 17:27:35+00:00,88.76.135.71,208.233.167.192,POST,401,news.example.net,https://news.example.net/search?q=test,/search?q=test,allowed,,50816
2025-09-11 23:20:35+00:00,78.4.163.12,155.56.12.45,GET,403,example.com,https://example.com/api/v1/items,/api/v1/items,allowed,,81889
2025-09-11 20:53:35+00:00,228.199.39.225,25.80.102.197,GET,400,example.com,https://example.com/,/,allowed,,68167
2025-09-11 17:51:35+00:00,185.19.76.39,8.237.234.11,POST,302,example.com,https://example.com/api/v1/items,/api/v1/items,allowed,,11573
2025-09-11 18:48:35+00:00,92.131.126.2,189.219.10.123,CONNECT,302,video.example.tv,https://video.example.tv/login,/login,blocked,,89084
2025-09-11 23:57:35+00:00,165.9.132.45,254.185.136.159,POST,404,news.example.net,https://news.example.net/index.html,/index.html,blocked,,68635
2025-09-11 11:45:35+00:00,111.92.232.183,167.232.142.75,GET,200,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,19846
2025-09-11 19:33:35+00:00,11.205.68.250,40.50.84.167,GET,403,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,,62421
2025-09-11 14:05:35+00:00,243.182.230.10,214.101.100.99,GET,500,example.com,https://example.com/,/,blocked,,13803
2025-09-11 15:51:35+00:00,224.194.203.92,241.70.126.51,GET,302,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,,30771
2025-09-11 19:31:35+00:00,124.63.232.248,152.210.15.173,GET,502,example.com,https://example.com/login,/login,allowed,,38520
2025-09-11 14:19:35+00:00,187.215.102.228,12.101.11.238,GET,302,video.example.tv,https://video.example.tv/,/,blocked,,1303
2025-09-11 16:15:35+00:00,13.13.253.38,203.76.231.244,CONNECT,301,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,,57523
2025-09-11 21:23:35+00:00,189.68.30.1,169.145.206.166,CONNECT,400,news.example.net,https://news.example.net/search?q=test,/search?q=test,allowed,,960
2025-09-11 11:35:35+00:00,141.90.216.35,197.91.194.151,GET,401,news.example.net,https://news.example.net/index.html,/index.html,allowed,,70129
2025-09-11 16:39:35+00:00,86.173.117.20,92.113.152.164,POST,404,video.example.tv,https://video.example.tv/,/,blocked,,74016
2025-09-11 13:53:35+00:00,155.216.175.226,26.200.180.251,POST,500,video.example.tv,https://video.example.tv/login,/login,allowed,,93604
2025-09-11 19:42:35+00:00,91.229.89.34,137.43.104.191,CONNECT,301,search.example.org,https://search.example.org/login,/login,allowed,,95118
2025-09-11 09:28:35+00:00,225.164.233.128,225.11.196.245,GET,401,example.com,https://example.com/search?q=test,/search?q=test,allowed,,273
2025-09-11 20:32:35+00:00,126.245.45.238,236.159.68.19,GET,400,example.com,https://example.com/login,/login,blocked,,66665
2025-09-11 18:48:35+00:00,82.107.230.21,116.241.2.26,GET,302,search.example.org,https://search.example.org/login,/login,allowed,,55781
2025-09-11 14:49:35+00:00,198.26.114.224,216.141.101.180,POST,302,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,18569
2025-09-11 18:12:35+00:00,149.22.244.136,177.171.216.73,POST,401,example.com,https://example.com/login,/login,blocked,,39222
2025-09-11 09:10:35+00:00,13.142.221.118,137.6.202.152,GET,500,news.example.net,https://news.example.net/index.html,/index.html,blocked,,82219
2025-09-11 14:23:35+00:00,18.130.119.228,5.174.48.132,GET,401,news.example.net,https://news.example.net/login,/login,allowed,,63747
2025-09-11 17:49:35+00:00,201.217.91.109,207.173.161.199,GET,403,video.example.tv,https://video.example.tv/,/,blocked,,30422
2025-09-11 17:04:35+00:00,144.44.63.108,147.46.201.151,GET,502,video.example.tv,https://video.example.tv/login,/login,blocked,,211
2025-09-11 09:31:35+00:00,58.148.94.167,85.99.152.134,POST,302,example.com,https://example.com/index.html,/index.html,allowed,,82091
2025-09-11 08:13:35+00:00,110.117.65.140,214.89.111.243,CONNECT,502,example.com,https://example.com/api/v1/items,/api/v1/items,blocked,,80761
2025-09-11 17:56:35+00:00,175.50.26.229,101.117.193.61,CONNECT,400,video.example.tv,https://video.example.tv/login,/login,allowed,,50461
2025-09-11 15:15:35+00:00,7.177.236.120,77.90.183.166,CONNECT,403,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,,54009
2025-09-11 23:57:35+00:00,236.55.87.129,229.44.108.16,POST,401,example.com,https://example.com/login,/login,blocked,,25421
2025-09-11 22:16:35+00:00,253.94.148.192,84.83.64.149,POST,302,video.example.tv,https://video.example.tv/,/,blocked,,7337
2025-09-11 19:48:35+00:00,187.166.148.72,160.208.14.182,POST,200,example.com,https://example.com/,/,allowed,,98958
2025-09-11 12:47:35+00:00,176.17.217.169,243.145.93.34,GET,404,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,,4018
2025-09-11 13:06:35+00:00,87.173.64.202,124.152.143.242,GET,502,example.com,https://example.com/index.html,/index.html,blocked,,17274
2025-09-11 20:47:35+00:00,65.41.10.50,5.163.3.122,POST,502,search.example.org,https://search.example.org/index.html,/index.html,allowed,,72779
2025-09-11 11:04:35+00:00,8.109.207.205,101.246.185.9,POST,500,example.com,https://example.com/index.html,/index.html,allowed,,94337
2025-09-11 17:12:35+00:00,15.156.86.94,253.148.61.6,POST,200,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,,40436
2025-09-11 12:49:35+00:00,5.225.33.245,91.253.81.27,POST,200,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,,51329
2025-09-11 18:53:35+00:00,231.231.87.10,236.242.242.13,GET,400,video.example.tv,https://video.example.tv/index.html,/index.html,blocked,,36575
2025-09-11 13:58:35+00:00,218.160.217.169,213.58.176.224,POST,403,news.example.net,https://news.example.net/index.html,/index.html,blocked,,43690
2025-09-11 16:34:35+00:00,196.145.14.197,131.221.165.132,CONNECT,400,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,57911
2025-09-11 12:51:35+00:00,48.139.225.128,205.236.2.43,POST,502,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,,83000
2025-09-11 11:22:35+00:00,111.162.116.248,73.4.147.117,CONNECT,302,news.example.net,https://news.example.net/,/,allowed,,35293
2025-09-11 13:44:35+00:00,229.135.133.40,185.249.72.42,CONNECT,301,example.com,https://example.com/login,/login,allowed,,90479
2025-09-11 12:03:35+00:00,8.164.86.101,236.4.184.174,POST,401,search.example.org,https://search.example.org/,/,allowed,,1053
2025-09-11 14:08:35+00:00,178.252.66.107,146.159.71.130,POST,400,video.example.tv,https://video.example.tv/,/,allowed,,83490
2025-09-11 23:26:35+00:00,250.78.245.219,167.63.220.131,POST,301,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,,81823
2025-09-11 17:19:35+00:00,164.140.72.4,202.207.173.34,CONNECT,302,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,allowed,,75881
2025-09-11 08:52:35+00:00,1.212.140.14,163.4.145.193,GET,200,search.example.org,https://search.example.org/login,/login,blocked,,749
2025-09-11 11:04:35+00:00,26.94.15.226,99.72.126.209,POST,500,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,60461
2025-09-11 18:00:35+00:00,52.228.29.60,248.77.194.110,GET,302,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,,71368
2025-09-11 09:52:35+00:00,11.202.99.137,48.26.163.170,CONNECT,400,example.com,https://example.com/search?q=test,/search?q=test,blocked,,87541
2025-09-11 10:01:35+00:00,28.113.75.186,40.33.137.244,POST,200,video.example.tv,https://video.example.tv/,/,allowed,,21742
2025-09-11 08:52:35+00:00,178.58.234.40,187.43.98.33,GET,302,video.example.tv,https://video.example.tv/index.html,/index.html,allowed,,10332
2025-09-11 11:12:35+00:00,140.67.61.118,225.218.243.127,CONNECT,500,news.example.net,https://news.example.net/login,/login,blocked,,3720
2025-09-11 08:04:35+00:00,254.164.119.193,70.210.87.205,GET,200,example.com,https://example.com/,/,blocked,,62091
2025-09-11 07:25:35+00:00,13.138.83.151,85.172.153.147,POST,403,video.example.tv,https://video.example.tv/login,/login,allowed,,46215
2025-09-11 21:36:35+00:00,33.29.248.119,247.183.208.20,CONNECT,302,news.example.net,https://news.example.net/index.html,/index.html,blocked,,36824
2025-09-11 14:15:35+00:00,225.76.9.208,63.236.58.77,POST,502,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,,24025
2025-09-11 10:15:35+00:00,84.207.108.226,57.245.197.158,POST,401,example.com,https://example.com/login,/login,allowed,,83044
2025-09-11 08:52:35+00:00,136.103.223.163,215.120.146.107,CONNECT,302,video.example.tv,https://video.example.tv/index.html,/index.html,allowed,,93787
2025-09-11 10:53:35+00:00,13.124.130.125,177.38.120.166,CONNECT,401,search.example.org,https://search.example.org/,/,blocked,,60588
2025-09-11 16:30:35+00:00,20.246.253.56,154.170.119.5,GET,502,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,,84294
2025-09-11 19:20:35+00:00,219.24.28.18,141.156.213.39,CONNECT,502,news.example.net,https://news.example.net/,/,blocked,,97816
2025-09-11 22:58:35+00:00,236.86.66.160,128.59.70.203,GET,403,video.example.tv,https://video.example.tv/index.html,/index.html,blocked,,74185
2025-09-11 15:39:35+00:00,179.2.88.197,85.78.191.61,CONNECT,500,example.com,https://example.com/search?q=test,/search?q=test,allowed,,43532
2025-09-11 17:46:35+00:00,21.43.198.206,122.117.131.186,GET,404,video.example.tv,https://video.example.tv/,/,allowed,,94890
2025-09-11 15:13:35+00:00,208.159.69.40,6.31.103.156,GET,404,example.com,https://example.com/index.html,/index.html,allowed,,90606
2025-09-11 22:39:35+00:00,59.160.49.7,220.166.169.120,GET,403,example.com,https://example.com/login,/login,allowed,,63450
2025-09-11 11:54:35+00:00,62.112.110.67,169.32.246.79,POST,400,example.com,https://example.com/login,/login,allowed,,7728
2025-09-11 11:13:35+00:00,3.65.209.102,228.28.173.90,GET,500,example.com,https://example.com/login,/login,blocked,,27079
2025-09-11 19:30:35+00:00,100.201.173.205,9.64.43.254,CONNECT,404,news.example.net,https://news.example.net/index.html,/index.html,allowed,,62029
2025-09-11 08:13:35+00:00,143.43.87.220,131.252.133.221,GET,500,example.com,https://example.com/index.html,/index.html,allowed,,28831
2025-09-11 12:50:35+00:00,103.252.219.111,72.84.123.108,GET,200,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,,12015
2025-09-11 10:12:35+00:00,2.142.103.162,25.73.44.110,CONNECT,401,video.example.tv,https://video.example.tv/,/,blocked,,50980
2025-09-11 21:54:35+00:00,132.144.243.31,93.134.166.249,CONNECT,502,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,,67543
2025-09-11 17:22:35+00:00,236.35.202.226,2.50.248.172,GET,400,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,,70843
2025-09-11 15:56:35+00:00,185.147.95.23,202.232.170.200,CONNECT,400,video.example.tv,https://video.example.tv/index.html,/index.html,allowed,,54606
2025-09-11 16:35:35+00:00,244.80.107.21,77.54.211.96,POST,403,news.example.net,https://news.example.net/login,/login,blocked,,51948
2025-09-11 09:30:35+00:00,69.6.44.251,25.86.160.1,POST,301,example.com,https://example.com/index.html,/index.html,allowed,,56327
2025-09-11 13:17:35+00:00,5.183.162.95,153.211.85.72,GET,401,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,81126
2025-09-11 18:18:35+00:00,40.75.71.143,247.93.25.38,POST,200,video.example.tv,https://video.example.tv/,/,blocked,,80391
2025-09-11 15:08:35+00:00,106.28.120.4,37.239.153.59,GET,401,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,,54621
2025-09-11 22:02:35+00:00,120.217.152.254,95.188.8.4,CONNECT,401,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,,64003
2025-09-11 07:34:35+00:00,6.16.168.184,31.96.203.54,GET,403,news.example.net,https://news.example.net/,/,blocked,,37850
2025-09-11 08:42:35+00:00,221.38.50.26,15.187.63.94,CONNECT,403,video.example.tv,https://video.example.tv/login,/login,allowed,,67384
2025-09-11 14:41:35+00:00,10.47.227.104,201.65.183.140,CONNECT,200,news.example.net,https://news.example.net/login,/login,allowed,,56769
2025-09-11 07:47:35+00:00,108.228.77.235,55.76.253.52,CONNECT,302,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,,79068
2025-09-11 19:25:35+00:00,133.177.225.219,152.92.54.25,GET,400,example.com,https://example.com/,/,allowed,,37532
2025-09-11 16:51:35+00:00,55.172.28.141,90.93.82.180,CONNECT,404,example.com,https://example.com/index.html,/index.html,allowed,,43386
2025-09-11 10:41:35+00:00,108.22.85.212,223.159.133.143,GET,502,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,,62452
2025-09-11 10:30:35+00:00,138.127.153.101,159.188.77.140,GET,404,example.com,https://example.com/search?q=test,/search?q=test,allowed,,87390
2025-09-11 22:14:35+00:00,18.70.46.150,97.211.16.176,POST,200,example.com,https://example.com/index.html,/index.html,allowed,,65182
2025-09-11 09:14:35+00:00,250.7.231.25,153.215.237.92,CONNECT,302,video.example.tv,https://video.example.tv/,/,allowed,,39256
2025-09-11 20:36:35+00:00,83.37.218.97,246.24.63.92,POST,400,news.example.net,https://news.example.net/index.html,/index.html,allowed,,54331
2025-09-11 18:13:35+00:00,116.1.99.76,223.254.120.133,GET,404,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,,87157
2025-09-11 21:01:35+00:00,47.179.33.40,254.147.208.145,GET,401,video.example.tv,https://video.example.tv/,/,allowed,,83931
